u,g,r,i,z,redshift,class
23.7955,21.39774,19.6113,18.91449,18.52238,0.3880428,0
23.7492,22.62439,21.77652,21.45169,20.82444,0.8311896,0
20.14918,19.26245,18.96781,18.87943,18.97162,-0.0001539953,2
23.93506,21.61951,21.44001,21.61565,21.3441,3.046762,1
23.89262,21.41109,19.87275,18.89322,18.29775,-0.0001717315,2
26.76698,19.77255,18.00237,17.38463,17.13059,0.3359985,0
23.06912,20.31311,20.01697,19.3482,18.55133,-0.0002950421,2
19.12218,17.21051,16.45468,15.98378,15.6905,0.05953865,0
19.01222,18.08624,17.79095,17.69586,17.6491,-0.001142728,2
17.78451,16.86888,16.60452,16.50644,16.48885,-0.0002907439,2
21.84645,21.69746,20.05209,19.19967,18.80761,0.4656527,0
23.39502,20.86596,20.41721,20.22605,20.16618,1.243631,1
24.76564,22.40063,20.98939,19.93609,19.55357,0.5325238,0
21.34012,20.23927,19.98539,19.84811,19.79787,-0.000154139,2
19.30373,17.2169,16.14773,15.68399,15.30234,0.1080853,0
23.16601,22.76989,21.45934,20.71225,19.92225,1.180967,1
22.11992,21.80969,21.50175,21.52564,22.53501,1.273291,1
18.75677,17.65866,17.68497,17.71323,17.67268,-0.001052319,2
20.29203,18.94643,18.46877,18.27676,18.24193,9.37501e-05,2
21.55892,21.57748,21.61598,21.20538,21.05744,1.950239,1
20.31582,19.00875,18.55949,18.38253,18.35424,0.0004738886,2
18.99122,17.55082,16.7046,16.24318,15.89558,0.09671067,0
20.58949,18.63689,17.51868,16.96221,16.53229,0.1220424,0
18.85381,17.25353,16.46261,16.07416,15.73922,0.03138112,0
19.51929,18.47412,18.11639,17.9643,17.96065,0.0004891923,2
21.27083,18.69653,17.22018,16.08499,15.47591,4.003806e-05,2
25.38026,23.68405,21.67931,20.60957,19.69972,0.8044181,0
20.23384,19.35567,18.90726,18.71533,18.61104,-0.0008248213,2
20.05188,18.01676,16.71457,16.11915,15.6728,0.1456359,0
19.20918,19.15556,19.46379,19.72811,20.20113,0.0001536972,2
23.48894,21.95245,20.3805,19.45982,19.1659,0.513781,1
24.82525,22.77169,21.35301,20.05696,19.54823,0.6182394,0
22.02437,21.98753,21.91712,21.77827,21.31824,1.756849,1
21.21339,20.4129,20.07544,19.98786,19.70261,2.213726,1
22.46745,21.65745,20.72905,19.74347,19.34535,0.6423928,0
22.70136,20.26002,18.89883,18.28603,17.94987,0.0001934773,2
23.3827,22.45605,22.41099,22.22174,21.99261,2.523626,1
24.00552,23.90639,22.3966,21.35034,20.41497,2.427086,1
22.41255,22.14105,21.84827,21.49909,21.08353,0.8092726,0
19.51318,17.67785,16.85539,16.49426,16.27867,0.0001801938,2
21.54339,21.14119,20.96604,20.76161,20.69006,1.397937,1
21.08145,21.11256,20.98526,21.01675,20.85807,1.194604,1
18.66914,17.73081,17.41634,17.35709,17.30058,-0.0009155781,2
23.37823,22.86685,21.64292,20.57356,19.8757,0.654433,0
25.35044,22.36689,21.81675,21.87625,21.52888,0.7318541,0
22.0966,22.02471,20.54777,19.64598,19.08047,0.5443841,0
23.24604,22.57067,21.80864,21.33553,20.94057,0.7799178,0
19.1695,17.48379,16.49055,16.0126,15.60839,0.1330059,0
18.17108,16.41144,15.59056,15.182,14.87186,0.0392614,0
20.31884,20.00746,19.96938,19.81903,19.69147,1.997782,1
18.96505,18.10595,17.8577,17.76577,17.75524,-0.0005541029,2
21.02498,20.58347,20.21265,19.70396,19.40442,0.7335242,1
19.53441,18.44242,18.07588,17.94965,17.98107,-0.0002791094,2
21.8497,21.09974,20.97709,20.91539,20.70095,0.8725765,1
20.9855,20.80984,20.75652,20.59172,20.4714,0.5475785,1
23.12841,22.28561,22.04543,21.99591,22.20376,2.690586,1
22.01377,21.55381,21.34107,21.04408,20.77766,1.520625,1
19.33359,18.24233,17.71234,17.4025,17.22685,0.06376749,0
18.86086,18.689,18.4789,18.53473,18.50507,1.02563,1
20.45852,20.36068,20.28287,20.11847,19.87012,2.061795,1
21.8718,20.88377,20.36651,20.24759,20.19744,-7.793117e-05,2
20.78257,20.01308,19.70951,19.56458,19.49071,-3.027252e-05,2
22.88578,21.45197,20.05422,19.26149,18.66777,0.4905934,0
24.63465,22.67063,20.25895,20.27274,22.8269,-3.306825e-05,2
21.44217,19.74417,18.25212,17.67625,17.27703,0.2736396,0
21.71057,21.75132,21.68053,21.49991,21.86627,1.473109,1
18.2959,16.76942,16.22597,16.04395,15.96422,3.682444e-05,2
26.59649,21.31999,20.61928,20.42592,20.32896,3.258709,1
19.60637,19.42164,18.87198,18.7058,18.66472,1.119834,1
16.71484,15.23075,14.65818,14.33652,14.19948,-0.0001095959,2
23.04293,22.13124,20.16445,19.34286,18.84737,0.4308297,0
19.67516,17.52843,16.3765,15.86282,15.49984,0.151004,0
20.10406,20.03377,19.4202,19.23474,19.01585,0.9132105,1
22.88197,19.97902,18.39718,17.81709,17.42657,0.2749491,0
23.8536,21.55936,20.11856,19.2775,18.68432,0.3124306,0
22.27505,20.31614,19.8742,19.73345,19.67801,7.587175e-06,2
23.53683,22.07321,20.70539,19.87084,19.93138,0.7318611,0
22.51177,21.91615,21.75311,21.72597,21.73091,0.1678639,1
24.28499,22.08084,21.38872,21.18793,20.96277,-0.0005984518,2
24.25966,21.58683,20.184,18.83841,18.13877,-1.099503e-05,2
21.95441,21.68449,21.77952,21.41724,21.60077,1.842456,1
21.57328,21.06527,20.72515,20.61028,20.51003,0.9759849,1
21.55735,20.87421,20.87555,20.96168,20.76839,2.472279,1
20.42499,20.43001,20.34431,20.22518,20.33048,1.375692,1
23.23737,22.19812,20.92155,19.85282,19.61583,0.6417883,0
21.55272,22.54149,20.21071,19.05182,19.07776,0.7567097,0
20.18959,18.37566,17.33144,16.86163,16.49503,0.1424754,0
24.24233,21.68947,21.35206,21.53318,21.18844,-0.001423972,2
22.52924,21.48621,21.33352,21.24512,21.95358,-0.001186573,2
18.98307,17.98559,17.48036,17.11156,16.93871,0.1201771,0
21.69013,21.38424,21.47218,20.97517,21.34277,1.748321,1
20.34985,18.75125,17.45334,16.93103,16.53552,0.2223124,0
19.76602,18.43163,17.77653,17.44564,17.142,0.1028061,0
21.98175,21.44126,21.27807,21.2578,21.61772,2.530512,1
24.74487,23.18693,21.2285,19.87442,19.18127,0.7456198,0
24.57316,23.0673,20.77202,19.49765,18.84822,0.6221997,0
24.46035,21.49763,20.00323,19.19162,18.75455,0.4662798,0
23.07249,21.27559,21.07385,21.13344,20.63079,-0.0005305105,2
21.57288,21.4739,21.4911,21.55749,22.38327,0.06085625,0
22.05381,22.60218,20.85423,19.66821,19.58047,0.6667784,0
21.27315,20.84192,20.70152,20.36707,20.37749,1.742535,1
24.94487,25.11475,20.09743,19.30081,18.8253,5.527897e-05,2
22.5997,21.33471,19.51532,18.83437,18.37347,0.4023993,0
24.39472,21.70294,20.47301,19.37937,18.79424,1.325696,1
26.32613,22.51379,21.66186,20.61913,19.54441,0.7898635,0
20.92894,18.911,17.70871,17.22224,16.83559,0.1593169,0
25.67954,21.77237,20.88209,19.88612,19.28994,-0.0001642247,2
20.04155,17.57405,16.45576,16.05761,15.82141,-8.169442e-05,2
22.77659,21.8375,20.19333,19.21933,18.60294,0.5388796,0
20.21898,19.12219,18.78334,18.59714,18.64233,-0.0005269579,2
21.7301,21.07322,20.97104,20.87931,21.1987,2.02422,1
19.8819,19.61689,19.56781,19.43811,19.46756,0.532214,1
19.428,17.7755,16.96202,16.55677,16.33901,-0.0001462858,2
19.4493,17.78922,16.97162,16.59054,16.30153,0.09006364,0
21.26925,21.01264,20.87778,20.59825,20.53244,1.913044,1
20.4884,20.2528,20.07812,20.04518,19.81613,2.085052,1
20.46194,18.51299,17.52997,17.08281,16.73889,0.09637875,0
21.3211,19.53237,18.16528,17.61293,17.29582,0.2945524,0
24.78977,22.65964,22.17739,21.51707,21.5344,0.7334875,0
25.20685,22.66691,20.9886,19.83776,19.24916,0.5780158,0
19.75343,17.62951,16.64001,16.24327,16.01916,1.404274e-05,2
23.44036,21.89475,20.70881,19.87915,19.30666,0.5173717,0
20.42047,20.23026,19.90466,19.6481,19.85341,1.547017,1
23.17034,21.57477,20.62217,20.25322,20.02471,0.0005572748,2
21.13836,20.04145,19.59636,19.42199,19.24997,0.0004574784,2
20.93205,20.14992,20.02124,19.99787,20.01007,4.377062e-05,2
22.01682,21.70988,21.30397,21.27053,20.76502,1.05109,1
21.05224,20.94198,20.55947,20.35099,20.17315,1.466285,1
21.53287,19.17837,18.07138,17.62593,17.28137,0.1626577,0
22.27916,20.52904,18.90926,18.28024,17.8635,0.302922,0
22.69353,22.12834,20.6284,19.69892,19.28573,0.5302551,0
22.14509,20.39041,18.79296,18.18533,17.69727,0.2735071,0
20.4873,19.4448,19.09951,18.94604,18.97499,-0.0008740306,2
20.04104,18.16216,17.22841,16.77204,16.4623,0.1152047,0
25.93164,21.3553,19.76735,18.98554,18.6067,0.3994563,0
22.51797,21.97743,21.94964,21.86515,21.56131,2.120223,1
20.6287,20.25529,19.98376,19.78039,20.00052,1.416947,1
17.45958,16.41363,16.14709,16.11479,16.04185,2.037879e-05,2
25.27868,21.91577,20.43105,19.47809,18.93023,0.5111336,0
18.87222,16.95828,16.03358,15.63949,15.31045,0.08920651,0
19.90476,17.4353,16.52287,16.23214,16.0754,-3.386824e-05,2
25.02342,24.93649,23.34976,22.29061,21.25558,1.877702,1
19.55795,17.88562,16.97653,16.46451,16.02845,0.07474153,0
19.7624,18.63005,18.17694,18.02113,17.96517,0.0001635082,2
21.78817,20.83106,20.24003,20.1271,19.84017,2.576263,1
22.63892,20.24368,18.8457,17.7462,17.15124,-5.768827e-05,2
21.89928,21.71239,21.57744,21.40778,21.02934,0.8738104,1
19.38981,18.33172,17.97042,17.84137,17.79215,-9.763111e-05,2
22.1946,21.23302,20.92409,20.90568,20.98983,2.68792,1
25.55203,22.30983,22.8755,20.2896,18.74188,-5.611321e-05,2
21.99962,22.40388,21.90638,21.94586,21.82632,1.085704,1
21.83933,21.46849,21.29116,21.02565,21.1524,1.493485,1
20.9276,18.4643,17.58045,17.09951,16.7858,0.1014253,0
20.54388,20.60869,20.7293,20.51992,20.54198,1.777013,1
22.83697,19.78629,18.42615,17.77513,17.80499,-8.525845e-05,2
20.17184,19.21374,18.83304,18.68981,18.60253,0.000861666,2
23.91218,21.91961,20.30058,19.1207,18.59039,0.5917265,0
17.96819,17.60303,17.61625,17.52523,17.62265,0.5832937,1
21.89327,20.10972,18.32807,17.737,17.38183,0.3396735,0
20.72231,20.20072,20.14362,20.12736,19.94131,0.710016,1
18.98497,16.65908,15.70443,15.35019,15.16709,4.417191e-05,2
18.91115,18.18184,17.46831,17.03327,16.90093,0.157103,1
22.38975,21.45745,21.27946,21.16466,20.96835,2.388626,1
21.27194,21.16446,20.85413,20.82098,21.17507,0.9843696,1
21.15771,20.78516,20.73317,20.56749,20.3651,0.8758378,1
20.38287,18.84242,18.22076,18.00718,17.88421,-0.0001700659,2
22.42772,21.45126,21.37541,21.23264,21.27729,1.46141,1
25.34656,24.5224,22.1626,20.79467,19.44699,1.086686,0
23.37474,22.96073,15.80916,23.55705,24.28335,0.9565893,1
23.84164,22.43752,20.77769,19.78065,19.47096,0.5368944,0
23.59108,23.46718,22.53239,21.39358,20.96741,0.8281916,0
20.39807,19.42197,19.18155,19.10663,19.16389,0.0004468706,2
25.95664,21.85445,20.32913,19.37257,19.00597,0.5752892,0
22.48212,20.87623,19.73141,18.80423,18.19932,0.5549961,0
18.81903,17.08936,16.19832,15.7343,15.39913,0.0972842,0
26.62642,22.7187,20.61551,19.53204,18.97554,0.5969632,0
25.39985,24.57401,22.033,22.2282,21.62295,0.8103313,0
21.83738,21.41667,20.75289,20.38117,20.08009,1.392119,1
20.55105,19.49038,19.27476,19.30639,19.08241,2.89572,1
20.24505,20.1062,19.9325,19.91598,20.24291,0.0,0
21.04836,20.70452,20.54986,20.539,19.90711,0.7633051,1
19.45694,19.24934,19.31132,19.11575,18.86077,0.4340636,1
23.5751,23.65486,21.43946,20.06885,19.4323,0.6728733,0
23.32766,23.36845,21.89442,20.8399,19.89658,0.664337,0
23.29644,22.28879,20.54227,19.41113,18.96772,0.6351004,0
21.0716,21.10352,20.79565,20.71255,20.38709,1.175664,1
17.46358,15.90381,15.32052,15.10523,14.99368,-1.379135e-06,2
23.55116,22.81994,22.39796,21.46203,21.31995,0.7349223,0
19.01148,17.86069,17.22863,16.87565,16.68486,0.1063505,0
23.18902,24.00967,22.67674,21.22996,19.96547,0.0,0
25.90205,22.0063,20.54514,19.63651,19.23374,0.5002842,0
19.83246,18.41107,17.83905,17.59984,17.4846,5.313352e-05,2
20.66236,19.55324,19.16286,19.01091,19.0197,0.0002596462,2
23.68242,20.79081,19.1354,18.41281,18.00313,0.4451027,0
21.2494,21.26303,20.92156,20.94959,20.58922,1.120281,1
24.75119,22.87551,21.77705,20.63598,19.35363,1.60775,0
23.99832,23.47001,21.84994,20.59245,19.79432,0.5044512,0
22.29702,22.62077,22.48456,22.20041,21.80196,1.442251,1
23.04955,23.80244,22.68743,22.15009,22.40694,0.7695072,0
21.31421,20.6223,20.11839,19.43823,19.15865,0.5832199,1
24.88775,23.27353,21.4108,20.30602,19.60969,0.6265972,0
21.97135,21.27911,21.05158,21.09716,20.91014,-0.0005359481,2
19.44993,18.57083,18.26214,18.16135,18.12854,8.319432e-05,2
21.64669,21.60294,21.51341,21.42893,20.80547,1.073019,1
19.90583,18.85804,18.24014,17.90047,17.31712,0.3816704,1
24.64641,23.96511,21.21796,20.03159,19.11249,0.6123003,0
18.62137,17.64536,17.19298,16.7826,16.66039,0.1168396,0
19.8337,18.98139,18.65552,18.52828,18.50171,-0.0005164194,2
18.12281,16.78702,16.17638,15.91088,15.7607,-0.0001446896,2
22.16313,22.47549,21.74846,20.87214,21.26415,0.003578899,2
25.0301,23.79241,21.48902,20.47543,19.81643,0.5957313,0
24.36225,22.67283,20.67346,19.55646,19.03998,0.5950216,0
20.72688,18.9792,18.19823,17.88185,17.69195,0.0001254775,2
21.08804,20.52335,20.30903,20.3421,20.25504,1.634084,1
22.60443,21.1067,20.88159,20.68855,20.47177,-0.0006210819,2
18.49147,18.31536,18.11331,18.03216,17.60085,0.276952,1
25.24291,22.23018,20.67762,19.6749,19.44642,0.487151,0
19.85822,17.77323,16.70307,16.25583,15.83161,0.1056302,0
23.86057,20.65352,18.88458,18.16356,17.76561,0.3811316,0
22.79375,20.12024,18.59472,17.96128,17.53143,0.2925527,0
22.87862,20.67815,19.8387,19.48771,19.30518,-0.0007649637,2
23.11442,22.62227,20.68983,19.80187,19.27048,0.4710966,0
26.70155,21.57994,19.85402,19.07071,18.7802,0.4298511,0
25.33996,23.48831,21.71222,20.52791,19.86907,0.5848631,0
21.87684,20.41339,19.81394,19.56042,19.30338,-0.0001726804,2
20.40272,20.11635,19.91913,19.81687,19.4336,2.088398,1
22.67549,22.31701,21.92843,22.28946,22.37509,-0.001025193,2
18.24915,16.816,16.20139,15.95171,15.82363,-0.0002094914,2
22.65367,19.91849,18.39649,17.52098,17.05079,-8.104025e-05,2
20.25221,19.22793,18.83568,18.68093,18.61829,-0.0003471425,2
24.27251,22.67395,22.28181,21.52904,20.945,0.9291885,0
19.32087,18.8218,18.84105,18.6866,18.41908,2.221457,1
24.28776,22.50536,20.77963,19.76035,19.21605,0.5913955,0
20.09087,19.14326,18.81803,18.7015,18.66815,-0.0003623316,2
16.99075,15.95873,15.94838,16.01151,16.07561,-0.000613289,2
21.65475,21.53621,21.17703,21.28342,21.69186,1.174265,1
24.53555,21.10147,19.66007,18.99542,18.63162,-0.0002818503,2
22.00946,20.0391,18.35236,17.78661,17.40831,0.3175101,0
19.82817,17.93468,16.83578,16.37233,16.02473,0.144608,0
26.04168,21.65048,19.77636,18.86426,18.29763,0.5145389,0
23.44379,21.36511,21.17417,21.12868,20.80272,-0.001122234,2
19.53349,18.21409,17.68586,17.45686,17.39417,-0.0001916252,2
24.87318,21.90315,20.2114,19.38192,18.98151,0.4813084,0
21.24446,21.07073,20.62482,20.56699,20.35097,1.125919,1
24.09714,23.06283,21.63315,20.56767,19.81248,0.578753,0
20.07329,19.05541,18.64091,18.48522,18.36831,-0.0007174489,2
22.75629,23.22488,22.13086,21.32725,20.69666,0.6999771,0
22.37547,21.14767,20.55182,20.25804,19.89589,-0.0005444865,2
22.07067,21.35608,21.21819,21.35954,21.15048,-9.50305e-05,2
20.12319,18.80558,18.25785,18.07877,17.97478,-4.238611e-05,2
25.56778,22.68826,22.33436,21.23604,22.80449,0.2910712,0
21.16633,21.31419,21.07629,20.90205,21.20771,1.386323,1
20.07048,18.91838,18.68939,18.61302,18.61694,0.0002263114,2
23.77612,22.82182,22.24069,22.02905,21.3143,2.233202,1
24.30993,21.47125,20.13515,19.34804,18.84502,0.5659554,0
21.61374,21.59247,21.17248,21.11269,21.11253,1.178298,1
22.35506,21.9274,21.90086,21.53095,21.29789,1.784639,1
21.5682,20.98293,20.68733,20.62218,20.19107,0.9928038,1
21.94853,21.97625,21.56727,21.6507,21.35243,3.943494,1
23.23198,22.70071,20.86322,19.99247,19.69689,0.5334207,0
25.45573,22.5428,20.96319,19.98316,19.44985,0.5463803,0
25.48432,23.93719,22.03313,20.91434,19.94314,-0.0001735194,2
19.51715,18.13019,17.5111,17.25321,17.14141,-0.0007085538,2
23.71454,21.81124,20.25271,19.2476,18.79104,0.5318983,1
19.0436,17.40116,16.4354,15.98201,15.63855,0.1497346,0
21.7956,21.11032,19.86156,19.04917,18.63622,0.5930938,0
23.83136,23.75759,22.22426,20.9706,19.92449,-0.0001339608,2
22.12886,20.92018,19.53126,18.75319,18.23573,0.1943263,0
22.10667,21.81812,21.60907,21.46084,21.27979,2.282998,1
22.90119,22.03335,21.1313,20.40862,19.89091,1.463518,1
18.86491,17.24397,16.34703,15.88411,15.55277,0.08781306,0
25.86779,22.84523,21.53189,20.19726,19.54081,0.7704574,0
23.10482,22.21003,20.56356,19.63703,19.08848,0.5108095,0
18.10218,17.13006,16.77233,16.64914,16.64069,-0.0004789603,2
19.79024,19.37392,19.1739,18.96205,18.97592,1.521267,1
25.65173,21.57143,19.87103,19.03338,18.73267,0.451019,0
19.57857,19.49739,19.46385,19.24182,19.31695,1.773247,1
21.39297,21.59912,21.09258,21.22718,21.19286,1.149812,1
23.16444,21.72569,21.44359,21.12988,20.80725,-0.0003490875,2
22.76149,21.46265,21.21798,20.97314,20.77771,1.41909,1
21.80442,20.24167,18.60934,18.02351,17.65312,0.2869642,0
20.86275,20.37471,20.25043,20.02817,20.18893,1.504747,1
17.99704,16.99298,16.71111,16.61102,16.56546,-0.0004980256,2
23.75511,21.22945,19.81855,19.57451,19.34142,3.814102,1
21.45922,21.10421,20.8395,20.69973,20.62817,1.537252,1
23.0222,21.78789,19.99704,18.82428,18.34917,0.5723593,0
27.21822,22.72185,21.20074,20.13726,19.39406,0.6548007,0
23.01391,21.20125,20.90838,20.69736,20.68754,0.113406,0
21.36579,21.38432,21.57401,21.11021,21.24994,1.921701,1
22.50852,21.05323,20.64349,20.28253,20.41957,0.2078267,0
24.85791,21.11456,20.30244,19.93327,19.61609,8.339527e-05,2
26.01773,23.07856,21.71382,20.67477,19.95525,0.0001140698,2
22.62824,21.86349,20.50636,19.69138,19.11537,0.5328371,0
23.09042,21.70548,20.13952,19.25789,18.89117,0.4994327,0
22.38001,18.69357,18.42576,18.41687,20.08918,1.038527,1
23.08052,24.08435,21.73688,20.52988,19.71774,0.8100063,0
18.96107,17.233,16.28962,15.83416,15.49034,0.1153516,0
22.93324,22.1788,20.50896,19.51311,19.20592,0.5289738,0
19.90603,17.79677,16.83619,16.48287,16.54802,0.0002089958,2
16.22886,14.39306,13.58002,13.17711,12.86088,0.02058409,0
22.18334,21.57336,21.45661,21.31667,21.81801,0.003343428,2
20.7254,19.50023,19.0004,18.82673,18.73793,-0.0002978375,2
25.63713,22.3934,20.55298,19.58202,19.34793,0.4850003,0
20.22898,18.39369,17.33476,16.85573,16.54316,0.1602113,0
19.34699,18.18019,17.58082,17.2233,17.05412,0.1515743,0
19.83352,19.56029,19.52263,19.40665,19.3907,1.649371,1
20.26751,18.43715,17.41319,16.98915,16.65922,0.1284333,0
23.76928,21.6045,21.43119,21.45921,21.39381,2.805379,1
22.61261,21.07927,19.32657,18.65606,18.23277,0.3692543,0
24.83336,21.60418,20.2422,19.48768,19.06328,0.2755045,0
20.61499,20.313,20.18358,19.72057,19.81198,1.873264,1
22.8448,22.36937,20.49341,19.43243,18.81038,0.5080378,0
26.46894,21.90015,20.26763,19.16597,18.5901,0.5403323,0
25.61614,22.26674,20.59454,19.68996,19.32778,0.5065382,0
19.45985,18.4925,18.16864,18.01688,17.95902,-0.0009255002,2
22.06641,21.75577,21.63846,21.16713,20.65664,0.7604883,1
19.24022,17.94647,17.45956,17.24704,17.14188,-0.000556672,2
20.92562,20.18452,19.95233,19.78483,19.7204,0.0001509211,2
20.11169,19.12209,18.70079,18.5207,18.47148,-8.520368e-05,2
21.497,21.37395,21.31681,21.30617,20.65449,0.9442505,1
22.79066,21.70805,19.89298,19.06493,18.45629,0.5024273,0
21.75478,19.979,19.27967,19.0062,18.79395,-0.0001840944,2
21.93203,21.42618,20.12283,19.41969,18.9168,0.5648571,0
22.76394,20.62206,18.85356,18.16273,17.72032,0.3478095,0
20.38591,19.16463,18.91272,18.81363,18.84484,1.422938e-05,2
21.7851,21.00944,20.78621,20.73038,20.63269,8.828423e-05,2
21.7442,20.26987,19.95121,19.86636,19.78561,-0.0005767994,2
18.00764,16.46286,15.80555,15.5412,15.40606,0.0003517045,2
25.06305,21.34949,19.95969,18.58767,18.1696,-1.007644e-05,2
19.1039,17.28103,16.45543,16.03987,15.74086,0.08051868,0
20.23174,18.50907,17.50406,17.02298,16.70281,0.1473458,0
23.86546,21.61658,21.35767,21.42148,21.44331,3.284864,1
22.03015,21.90233,21.82522,21.61843,21.48482,1.786371,1
22.81806,21.76633,20.85893,20.41896,20.07367,4.605349,1
24.79769,21.71515,21.43262,21.23602,21.30331,0.9587517,0
25.70041,23.10128,21.63499,20.27444,19.56777,0.7758427,0
21.98313,22.3377,21.39813,20.48905,20.08058,0.6043726,0
19.31218,17.93502,17.40496,17.23241,17.11036,0.0003291639,2
25.46215,20.88811,19.06207,18.4101,17.92539,0.326171,0
24.76879,23.21822,21.16537,19.82047,19.37176,0.6547274,0
23.71623,20.39079,18.8899,18.04044,17.57491,-2.571099e-05,2
24.28445,21.8724,20.58072,19.40682,18.75299,-0.0001621835,2
21.93913,21.42665,21.09977,21.05752,20.86324,-0.0004563346,2
22.42292,22.18921,21.05449,19.9605,19.4011,0.6307322,0
18.42296,17.04627,16.36256,15.96466,15.69815,0.07131606,0
24.96042,21.81124,20.03647,19.02985,18.55862,0.5128499,0
20.14067,19.91652,19.30112,19.18911,19.24856,1.251115,1
22.06853,21.92974,22.02486,21.91032,21.62194,2.425637,1
21.99556,21.5963,21.50861,21.51034,20.88746,2.281537,1
22.17004,22.0296,21.52868,21.16347,21.37385,1.083014,1
21.84192,21.50945,20.81763,20.61538,20.22189,1.610147,1
25.32795,21.73257,21.06581,20.91246,20.68821,-0.0007206264,2
23.72263,20.10994,18.60014,18.8981,17.4216,7.223332e-06,2
